	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
35	416600	429020	441710	454670	467880	481350	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000				
36	429020	441710	454670	467880	481350	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000					
37	441710	454670	467880	481350	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000						
38	454670	467880	481350	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000							
39	467880	481350	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0							
40	481350	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0
41	495070	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0
42	509010	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0
43	523170	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0
44	537520	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0
45	552060	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	566760	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	581600	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	596550	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	611590	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	626690	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	641820	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	656970	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	672090	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	687180	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	702200	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	717150	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	732010	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	746790	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	761490	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	776120	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	790730	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	805370	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	820110	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	835060	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	850370	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	866240	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	882970	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	900930	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	920670	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	942950	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	968860	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	1000000	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	1000000	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	1000000	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	1000000	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	1000000	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	1000000	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	1000000	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0